"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,10,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK IN LIP OF MALNOURISHED ANIMAL.","SI","P5B",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,11,"SHOOTING","SANTA CRUZ","CA","DEAD","ANIMAL FOUND WITH GUNSHOT WOUND TO HEAD, CONFIRMED VIA RADIOGRAPHY.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,13,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","CA","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED ANIMAL WITH FISHING HOOKS IN REAR FLIPPERS. ANIMAL REPORTED AS BEING INSIDE A SLEEPING BAG, ACCOMPANIED BY HUMAN.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,16,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED ANIMAL WITH FISH HOOKS IN FLIPPERS.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,16,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","REPORT INDICATES ANIMAL WITH HOOK IN REAR FLIPPER IN CUSTODY OF LIFEGUARDS. NO FURTHER DETAILS.","NSI","P5D",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,17,"GILLNET FISHERY","ORANGE","CA","SI","EMACIATED AND DEHYDRATED ANIMAL WAS ENTANGLED IN GILLNET AROUND NECK. THE NETTING HAD BECOME STUCK TO THE BUOY, TRAPPING THE ANIMAL. OUTCOME UNKNOWN.","SI","P7A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,17,"HOOK AND LINE FISHERY","ORANGE","CA","SI","UNDERWEIGHT, DEHYDRATED, FISH HOOKS IN FRONT AND REAR FLIPPERS.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,19,"SHOOTING","CLATSOP","OR","DEAD","ANIMAL IN EXCELLENT BODY CONDITION. BULLET FRAGMENTS RECOVERED FROM HEAD AND STOMACH.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,20,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISH HOOK IN JAW.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,26,"UNIDENTIFIED FISHERY ENTANGLEMENT","MONTEREY","CA","SI","MALNOURISHED ANIMAL WITH CIRCUMFERENTIAL ENTANGLING WOUND AROUND NECK.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,27,"SHOOTING","MONTEREY","CA","DEAD","SILVER AND ORANGE FLASHER ON MONOFILAMENT LINE HANGING FROM MOUTH. SMALL REGIONS OF ALOPECIA. BULLET FRAGMENT FOUND BY CAS DURING PROCESSING OF THE SKULL, NOT APPARENT DAMAGE TO THE SKULL, BUT THE PROJECTILE HAD A FLAT SIDE WHICH SUGGESTED IT RESTED AGAINST BONE AT SOME POINT.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,28,"MARINE DEBRIS","SAN DIEGO","CA","SI","DIVE MASK AROUND NECK OF DEHYDRATED AND MALNOURISHED ANIMAL. CONSTRICTING WOUNDS TO NECK.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,28,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI","TANGLED FISHING LINE STUCK IN RIGHT UNDERSIDE, ANTERIOR TO FRONT RIGHT FLIPPER.","SI","P6",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,2,"SHOOTING","MONTEREY","CA","DEAD","MODERATELY UNDERWEIGHT, LEFT EYE INJURY FROM GUNSHOT, AND BULLET IN NECK. (BULLETS IN HEAD AND NECK, NO BULLETS RECOVERED BUT FRAGMENTS FOUND UPON NECROPSY.)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,5,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH 3 FISH HOOKS, BUT DETAILS LACKING ON HOOK PLACEMENT OR INJURY SEVERITY.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,7,"UNIDENTIFIED HUMAN INTERACTION","SAN LUIS OBISPO","CA","DEAD","EMACIATED ANIMAL THAT DIED. BILATERAL OCULAR TRAUMA AND CRANIAL FRACTURE ARE SUGGESTIVE OF RECENT INJURY THAT WAS LIKELY ANTHROPOGENIC.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,8,"MARINE DEBRIS","SAN DIEGO","CA","SI","ENTANGLEMENT AROUND NECK. WHITE PLASTIC WRAP, BALLOON RIBBON, AROUND NECK. GOOD BODY CONDITION. CUT THE ENTANGLEMENT AND RELEASED ON SITE.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,9,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI","ENTANGLED MALNOURISHED, ABSCESS, AND TRAILING LINE FROM ANUS AND ACTIVELY BLEEDING. REPORTING PARTY REPORTED BLOOD AND LINE FROM THE ANUS AS WELL AS LINE COMING FROM THE MOUTH, BUT RESCUERS ONLY SAW LINE IN THE MOUTH. FINAL OUTCOME UNKNOWN.","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,11,"SHOOTING","CLATSOP","OR","DEAD","ANIMAL HAD EXCELLENT BODY CONDITION EXCEPT FOR HEMORRHAGE BENEATH A HOLE IN THE SHOULDER AREA, WHICH TRACKED  INTO ANTERIOR THORAX; HEMORRHAGE ON AND BEHIND HEAD, NECK (SUBSTANTIAL AROUND PELVIC AREA AND PENIS).  ZYGOMATIC ARCH BROKEN IN TWO PLACES WITH EXTENSIVE HEMORRHAGE ON HEAD AND MANDIBLE. INJURIES CONSISTENT WITH SHOOTING EVENT.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,11,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","EMACIATED AND MULTIPLE SMALL FISHOOKS IN ANIMAL (AT LEAST 1 IN MOUTH - NOSE AND 1 IN ABDOMEN).","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,14,"HOOK AND LINE FISHERY","SANTA BARBARA","CA","SI","ENTANGLED CSL PUP RESCUED DUE TO BEING THIN AND ENTANGLED IN PLASTIC FISHING LINE.  OUTCOME UNKNOWN.","SI","P7B",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,15,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","ENTANGLED CSL HAS 2 FISH HOOKS - ONE IN HEAD AND ONE ABOVE LEFT FRONT FLIPPER. REPORTING PARTY CUT THE FISHING LINE. ONLY ONE HOOK OBSERVED BY RESPONDERS, AND NO HOOKS - FISHING GEAR VISIBLE IN ANIMAL, NET, CARRIER, OR ON BEACH AFTER RESCUE. UNCERTAIN HOW - WHERE HOOKS WERE LOST IN THE PROCESS OF RESCUE, AND NO DETAILS OF HOOKS GATHERED. ALSO EMACIATED AND ABSCESS. FINAL OUTCOME UNKNOWN.","SI","P5C",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,17,"MARINE DEBRIS","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH ROPE AROUND NECK.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,19,"HOOK AND LINE FISHERY","ORANGE","CA","SI","DEHYDRATED AND UNDERWEIGHT ANIMAL WITH FISH HOOKS IN MOUTH.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,22,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MODERATELY UNDERWEIGHT, AND FISH HOOK EMBEDDED IN RIGHT REAR FLIPPER ON THE LATERAL ASPECT. RIGHT CAUDAL SIDE OF ABDOMEN SMALL (5X5MM LACERATION -  TRAUMA; POSSIBLE BITE WOUND).","SI","P5D",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,24,"SHOOTING","SONOMA","CA","DEAD","BULLET HOLES FOUND DURING PREPARATION OF SKULL.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,24,"HARASSMENT","MONTEREY","CA","SI","ILLEGAL PICKUP - HARASSMENT MATERNAL SEPARATION (SUSPECT DOMOIC ACID TOXICITY MOTHER). BOYFRIEND OF REPORTING PARTY PICKED ANIMAL UP OFF OF ROCKS AND MOVED IT TO THE BEACH.","SI","P14",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,24,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","ENTANGLEMENT PUBLIC CUT SOME OF THE FISHING LINE OFF, REDUCING IT FROM ~20' LONG TO ~6' LONG. ANIMAL EMACIATED.","SI","P6",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,24,"HARASSMENT","MONTEREY","CA","SI","MILDLY UNDERWEIGHT, PUBLIC MEMBERS REPORTEDLY HANDLING PUP, ABANDONED BY A DAM. SUSPECTED TO BE AFFECTED BY DOMOIC ACID TOXICITY DUE TO UNUSUAL BIRTHING LOCATION. PUP WAS MONITORED OVER MULTIPLE DAYS AND WAS SEEN DECLINING IN HEALTH. DECISION MADE TO PICK UP PUP SINCE MOTHER NOT SEEN OVER A WEEK. HARASSED MATERNAL SEPARATION.","SI","P14",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,26,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","ENTANGLEMENT - REPORTED HOOK - LINE,  NO LONGER ATTACHED DURING RESCUE, PROBABLE RP REMOVAL PRE-RESPONSE. MODERATELY UNDERWEIGHT.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,27,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,29,"VESSEL STRIKE","SAN LUIS OBISPO","CA","SI","MODERATELY UNDERWEIGHT AND SEVERE PROPELLER WOUNDS (VERY DEEP AND EXTENDS INTO MUSCLE AND UNDERLYING LUMBAR VERTEBRA).","SI","P15",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,29,"GILLNET FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL ENTANGLED IN FISHING NET.","SI","P6",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,2,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISH HOOK IN MOUTH.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,3,"OIL  -  TAR","MONTEREY","CA","SI","EMACIATED AND OIL - TAR IN BOTH AXILLA ON DORSAL ASPECT.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,6,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","HOOK ON RIGHT FRONT FLIPPER. REMOVED AND RELEASED ON SITE.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,8,"MARINE DEBRIS","MONTEREY","CA","DEAD","BLACK LINE (BUNGEE CORD) ENTANGLEMENT AROUND NECK. LARGE LACERATION BELOW ENTANGLEMENT. POOR BODY CONDITION. CARCASS STRANDED AT MONTEREY BAY AQUARIUM AND WAS RECOVERED BY MBA DIVERS.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,8,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","MONOFILAMENT ENTANGLEMENT CIRCUMFERENTIAL AROUND NECK. MULTIPLE SECTIONS OF WOUND EPITHELIALIZED OVER MONOFILAMENT. MODERATELY UNDERWEIGHT.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,10,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","MODERATELY UNDERWEIGHT, HARSH LUNG SOUNDS, FAVORING RIGHT FRONT FLIPPER (HOOK EMBEDDED IN SKIN OVER CAUDAL PELVIS, CAUGHT IN NET ON CAPTURE AND HOOK WAS CUT - REMOVED). OUTCOME UNKNOWN.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,12,"GILLNET FISHERY","SAN DIEGO","CA","SI","PINK GILL-NET AROUND NECK. DEEPLY EMBEDDED. RAW AND BLEEDING. GOOD WEIGHT.","SI","P8A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,13,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,13,"VESSEL STRIKE","SANTA CRUZ","CA","SI","MULTIPLE LACERATIONS TO CHEST AND RIGHT FRONT FLIPPER.  MILDLY UNDERWEIGHT ANIMAL HAD PNEUOMONIA, AS DETERMINED VIA RADIOGRAPH.","SI","P9",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,16,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI","EMACIATED AND PNEUMONIA. STRANDED INSIDE BOUNDARY OF A POWER PLANT. THERE WAS A LARGE (~15CM) FISHING LURE THAT RESEMBLED A SQUID WITHIN THE BODY OF THE STOMACH FOUND DURING POST-MORTEM EXAMINATION. IT DID NOT HAVE ANY FISHING LINE OR A HOOK ASSOCIATED WITH IT, SO PRESUMED INGESTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,26,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","FISHING HOOK IN LEFT CHEEK WITH FISHING LINE WRAPPED AROUND TAG ON LEFT FLIPPER. GOOD BODY CONDITION. FISHING HOOK AND LINE REMOVED AND ANIMAL WAS RELEASED ON SITE.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,27,"SHOOTING","SAN DIEGO","CA","SI","DEHYDRATED, THIN, WEAK, SUNKEN EYES, AND LETHARGIC. BULLET FOUND DORSAL SIDE, DIRECTLY BEHIND THE SKULL; BULLET FRAGMENTS FOUND LEFT DORSAL SIDE BEHIND SHOULDER BLADE. PROLAPSED PENIS AND NO USE OF REAR FLIPPERS; SUSPECT PARALYSIS.","SI","P12",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,28,"HOOK AND LINE FISHERY","VENTURA","CA","DEAD","FRESH DEAD CSL WITH GAFF THRU LEFT SIDE OF BODY AND  UPPER FLIPPER. SEVERE DAMAGE TO NECK AREA-POSSIBLE PREDATION. GAFF COLLECTED.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,7,30,"HOOK AND LINE FISHERY","LOS ANGELES","CA","NSI","FISHING LINE AROUND TAG. ANIMAL RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,1,"SHOOTING","MONTEREY","CA","SI","EMACIATED, REPORTED SEIZURES AND LARGE ABSCESS IN RIGHT HIP AREA. POST-MORTEM EXAMINATION FOUND TWO BUCKSHOT BULLETS OR METAL BBS RECOVERED FROM THE FASCIA LAYER JUST BELOW THE SKIN. ONE BEING ON THE NECK AND THE OTHER BEING ON THE STERNUM.  ABSCESS, MALNUTRITION, GUNSHOT TRAUMA.","SI","P12",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,4,"SHOOTING","MONTEREY","CA","SI","EMACIATED, LETHARGIC, KEEPING ONE EYE CLOSED. RADIOGRAPHS SHOW NUMEROUS METALLIC PELLETS THROUGHOUT ENTIRE HEAD CONSISTENT WITH SHOTGUN BLAST; BOTH EYES SEVERELY DAMAGED LIKELY DUE TO THIS ETIOLOGY, AS WELL AS FRACTURED LEFT CANINE TOOTH.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,10,"SHOOTING","SANTA CLARA","CA","SI","MILDLY UNDERWEIGHT WITH ENTANGLEMENT AROUND MANDIBLE. RADIOGRAPHS SHOWED BULLET IN PARAVERTEBRAL LUMBAR MUSCLE.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,13,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","SMALL FISHING HOOK IN GAPE OF MOUTH ON RIGHT SIDE. HOOK REMOVED.  ANIMAL NOT TAGGED DUE TO THE STRESS LEVEL OF THE ANIMAL. RELEASED ON SITE.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,16,"SHOOTING","THURSTON","WA","DEAD","MULTIPLE PELLETS IN L SIDE HEAD AND NECK, PENETRATING BRAIN. PREMORTEM, TRACKING HEMORRHAGE ASSOCIATED. PARTIALLY DIGESTED SALMON GILLS BLOCKING ESOPHAGUS. CHINOOK SALMON COMMERCIAL FISHING OPEN FOR SQUAXIN ISLAND TRIBE IN THE REGION DURING THIS TIME PERIOD. PELLETS RECOVERED AND TURNED OVER TO OLE ON 06-NOV-19","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,24,"MARINE DEBRIS","SAN DIEGO","CA","SI","BAND WRAPPED AROUND NECK. CUT AND RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,8,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2019,9,8,"WEST COAST GROUNDFISH FISHERY","UNKNOWN","UNK","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,15,"GILLNET FISHERY","SAN DIEGO","CA","SI","GILLNET AROUND NECK. CUT AND REMOVED. RELEASED ON SITE.","NSI","P7B",0,"Y","N"
"DEAD","CALIFORNIA SEA LION","U.S.",2019,9,30,"WEST COAST GROUNDFISH FISHERY","UNKNOWN","UNK","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2019,9,30,"WEST COAST GROUNDFISH FISHERY","UNKNOWN","UNK","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"DEAD","CALIFORNIA SEA LION","U.S.",2019,9,30,"WEST COAST GROUNDFISH FISHERY","UNKNOWN","UNK","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,9,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,10,2,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
